checking,duration,credit_history,purpose,credit_amount,savings,employment,installment_rate,personal_status,other_debtors,residence,property,age,other_installments,housing,existing_credits,job,dependents,telephone,foreign,target
0–200 DM,24,Existing paid duly,Radio/TV,2039,<100 DM,<1 year,1,Male: married/widowed,None,1,Building society/life insurance,22,None,Own,1,Skilled employee/official,1,Yes,Yes,Bad
No checking account,24,Critical/other existing credits,Used car,2197,Unknown/no savings,4–7 years,4,Male: single,None,4,Car/other,43,None,Own,2,Skilled employee/official,2,Yes,Yes,Good
< 0 DM,15,Existing paid duly,Radio/TV,1053,<100 DM,<1 year,4,Male: married/widowed,None,2,Real estate,27,None,Own,1,Skilled employee/official,1,None,No,Good
No checking account,24,Existing paid duly,Radio/TV,3235,500–1000 DM,>=7 years,3,Male: divorced/separated,None,2,Car/other,26,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
>= 200 DM,12,Critical/other existing credits,New car,939,500–1000 DM,4–7 years,4,Male: married/widowed,None,2,Real estate,28,None,Own,3,Skilled employee/official,1,Yes,Yes,Bad
0–200 DM,24,Existing paid duly,Radio/TV,1967,<100 DM,>=7 years,4,Female: divorced/separated/married,None,4,Car/other,20,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,33,Critical/other existing credits,Used car,7253,<100 DM,4–7 years,3,Male: single,None,2,Car/other,35,None,Own,2,Management/self-employed/highly qualified,1,Yes,Yes,Good
No checking account,12,Critical/other existing credits,Business,2292,<100 DM,Unemployed,4,Male: single,None,2,Car/other,42,Stores,Own,2,Management/self-employed/highly qualified,1,Yes,Yes,Bad
No checking account,10,Existing paid duly,New car,1597,500–1000 DM,1–4 years,3,Male: single,None,2,Unknown/no property,40,None,Rent,1,Unskilled resident,2,None,No,Good
< 0 DM,24,Existing paid duly,New car,1381,Unknown/no savings,1–4 years,4,Female: divorced/separated/married,None,2,Building society/life insurance,35,None,Own,1,Skilled employee/official,1,None,Yes,Bad
No checking account,36,Critical/other existing credits,Used car,5842,<100 DM,>=7 years,2,Male: single,None,2,Building society/life insurance,35,None,Own,2,Skilled employee/official,2,Yes,Yes,Good
< 0 DM,12,Existing paid duly,New car,2579,<100 DM,<1 year,4,Male: single,None,1,Real estate,33,None,Own,1,Unskilled resident,2,None,Yes,Bad
< 0 DM,18,Delay in past,Education,8471,Unknown/no savings,1–4 years,1,Female: divorced/separated/married,None,2,Car/other,23,None,Rent,2,Skilled employee/official,1,Yes,Yes,Good
No checking account,21,Existing paid duly,New car,2782,500–1000 DM,4–7 years,1,Female: divorced/separated/married,None,2,Car/other,31,Bank,Own,1,Management/self-employed/highly qualified,1,None,Yes,Good
0–200 DM,18,Existing paid duly,New car,1042,Unknown/no savings,1–4 years,4,Female: divorced/separated/married,None,2,Building society/life insurance,33,None,Own,1,Skilled employee/official,1,None,Yes,Bad
No checking account,15,Existing paid duly,New car,3186,>=1000 DM,4–7 years,2,Female: divorced/separated/married,None,3,Car/other,20,None,Rent,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,12,Existing paid duly,Used car,2028,Unknown/no savings,1–4 years,4,Male: single,None,2,Car/other,30,None,Own,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,12,Critical/other existing credits,New car,958,<100 DM,4–7 years,2,Male: single,None,3,Real estate,47,None,Own,2,Unskilled resident,2,None,Yes,Good
No checking account,21,Delay in past,Furniture/equipment,1591,100–500 DM,4–7 years,4,Male: single,None,3,Real estate,34,None,Own,2,Management/self-employed/highly qualified,1,None,Yes,Good
0–200 DM,12,Existing paid duly,Furniture/equipment,2762,Unknown/no savings,>=7 years,1,Female: divorced/separated/married,None,2,Building society/life insurance,25,Bank,Own,1,Skilled employee/official,1,Yes,Yes,Bad
0–200 DM,18,Existing paid duly,Used car,2779,<100 DM,1–4 years,1,Male: married/widowed,None,3,Car/other,21,None,Rent,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,28,Critical/other existing credits,Radio/TV,2743,<100 DM,>=7 years,4,Male: single,None,2,Car/other,29,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,18,Critical/other existing credits,Radio/TV,1149,>=1000 DM,1–4 years,4,Male: single,None,3,Real estate,46,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,9,Existing paid duly,Furniture/equipment,1313,<100 DM,>=7 years,1,Male: single,None,4,Car/other,20,None,Own,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,18,Critical/other existing credits,Repairs,1190,<100 DM,Unemployed,2,Female: divorced/separated/married,None,4,Unknown/no property,55,None,For free,3,Unemployed/unskilled non-resident,2,None,Yes,Bad
No checking account,5,Existing paid duly,Business,3448,<100 DM,4–7 years,1,Male: single,None,4,Real estate,74,None,Own,1,Unskilled resident,1,None,Yes,Good
0–200 DM,24,Existing paid duly,Other,11328,<100 DM,1–4 years,2,Male: single,Co-applicant,3,Car/other,29,Bank,Own,2,Management/self-employed/highly qualified,1,Yes,Yes,Bad
< 0 DM,6,Critical/other existing credits,Furniture/equipment,1872,<100 DM,Unemployed,4,Male: single,None,4,Unknown/no property,36,None,For free,3,Management/self-employed/highly qualified,1,Yes,Yes,Good
No checking account,24,Critical/other existing credits,Repairs,2058,<100 DM,1–4 years,4,Male: divorced/separated,None,2,Real estate,33,None,Own,2,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,9,Existing paid duly,Furniture/equipment,2136,<100 DM,1–4 years,3,Male: single,None,2,Real estate,25,None,Own,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,12,Existing paid duly,Radio/TV,1484,Unknown/no savings,1–4 years,2,Male: married/widowed,None,1,Real estate,25,None,Own,1,Skilled employee/official,1,Yes,Yes,Bad
No checking account,6,Existing paid duly,Repairs,660,500–1000 DM,4–7 years,2,Male: married/widowed,None,4,Real estate,23,None,Rent,1,Unskilled resident,1,None,Yes,Good
No checking account,24,Critical/other existing credits,New car,1287,>=1000 DM,>=7 years,4,Female: divorced/separated/married,None,4,Real estate,37,None,Own,2,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,42,Critical/other existing credits,Repairs,3394,<100 DM,Unemployed,4,Male: single,Co-applicant,4,Car/other,65,None,Own,2,Unemployed/unskilled non-resident,1,None,Yes,Good
>= 200 DM,12,All paid,Business,609,<100 DM,<1 year,4,Female: divorced/separated/married,None,1,Real estate,26,None,Own,1,Unemployed/unskilled non-resident,1,None,Yes,Bad
No checking account,12,Existing paid duly,New car,1884,<100 DM,>=7 years,4,Male: single,None,4,Car/other,39,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
< 0 DM,12,Existing paid duly,Furniture/equipment,1620,<100 DM,1–4 years,2,Female: divorced/separated/married,Co-applicant,3,Building society/life insurance,30,None,Own,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,20,Delay in past,Other,2629,<100 DM,1–4 years,2,Male: single,None,3,Car/other,29,Bank,Own,2,Skilled employee/official,1,Yes,Yes,Good
No checking account,12,Existing paid duly,Education,719,<100 DM,>=7 years,4,Male: single,None,4,Car/other,41,Bank,Own,1,Unskilled resident,2,None,Yes,Bad
0–200 DM,48,Critical/other existing credits,Furniture/equipment,5096,<100 DM,1–4 years,2,Female: divorced/separated/married,None,3,Car/other,30,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
No checking account,9,Critical/other existing credits,Education,1244,Unknown/no savings,>=7 years,4,Female: divorced/separated/married,None,4,Building society/life insurance,41,None,Rent,2,Unskilled resident,1,None,Yes,Good
< 0 DM,36,Existing paid duly,New car,1842,<100 DM,<1 year,4,Female: divorced/separated/married,None,4,Car/other,34,None,Own,1,Skilled employee/official,1,Yes,Yes,Bad
0–200 DM,7,Existing paid duly,Radio/TV,2576,<100 DM,1–4 years,2,Male: single,Guarantor,2,Real estate,35,None,Own,1,Skilled employee/official,1,None,Yes,Good
>= 200 DM,12,Existing paid duly,Furniture/equipment,1424,Unknown/no savings,>=7 years,3,Female: divorced/separated/married,None,4,Real estate,55,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
0–200 DM,15,Delay in past,Repairs,1512,>=1000 DM,1–4 years,3,Male: married/widowed,None,3,Building society/life insurance,61,Stores,Own,2,Skilled employee/official,1,None,Yes,Bad
No checking account,36,Critical/other existing credits,Used car,11054,Unknown/no savings,1–4 years,4,Male: single,None,2,Car/other,30,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
No checking account,6,Existing paid duly,Radio/TV,518,<100 DM,1–4 years,3,Female: divorced/separated/married,None,1,Real estate,29,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,12,No credits/all paid,Furniture/equipment,2759,<100 DM,>=7 years,2,Male: single,None,4,Building society/life insurance,34,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,24,Existing paid duly,Used car,2670,<100 DM,>=7 years,4,Male: single,None,4,Car/other,35,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
< 0 DM,24,Existing paid duly,New car,4817,<100 DM,4–7 years,2,Male: single,Co-applicant,3,Building society/life insurance,31,None,Own,1,Skilled employee/official,1,Yes,Yes,Bad
No checking account,24,Existing paid duly,Used car,2679,<100 DM,<1 year,4,Female: divorced/separated/married,None,1,Unknown/no property,29,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
< 0 DM,11,Critical/other existing credits,New car,3905,<100 DM,1–4 years,2,Male: single,None,2,Real estate,36,None,Rent,2,Skilled employee/official,2,None,Yes,Good
< 0 DM,12,Existing paid duly,Used car,3386,<100 DM,>=7 years,3,Male: single,None,4,Unknown/no property,35,None,For free,1,Skilled employee/official,1,Yes,Yes,Bad
< 0 DM,6,Existing paid duly,Domestic appliances,343,<100 DM,<1 year,4,Female: divorced/separated/married,None,1,Real estate,27,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,18,Existing paid duly,Radio/TV,4594,<100 DM,<1 year,3,Male: single,None,2,Car/other,32,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,36,Existing paid duly,Furniture/equipment,3620,<100 DM,1–4 years,1,Male: single,Guarantor,2,Building society/life insurance,37,None,Own,1,Skilled employee/official,2,None,Yes,Good
< 0 DM,15,Existing paid duly,New car,1721,<100 DM,<1 year,2,Male: single,None,3,Real estate,36,None,Own,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,12,Existing paid duly,Furniture/equipment,3017,<100 DM,<1 year,3,Female: divorced/separated/married,None,1,Real estate,34,None,Rent,1,Management/self-employed/highly qualified,1,None,Yes,Good
0–200 DM,12,Existing paid duly,Retraining,754,Unknown/no savings,>=7 years,4,Male: single,None,4,Building society/life insurance,38,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,18,Existing paid duly,Business,1950,<100 DM,4–7 years,4,Male: single,None,1,Car/other,34,Stores,Own,2,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,24,Existing paid duly,Used car,2924,<100 DM,1–4 years,3,Male: single,Guarantor,4,Unknown/no property,63,Bank,Own,1,Skilled employee/official,2,Yes,Yes,Good
< 0 DM,24,Delay in past,Radio/TV,1659,<100 DM,<1 year,4,Female: divorced/separated/married,None,2,Car/other,29,None,Rent,1,Unskilled resident,1,Yes,Yes,Bad
No checking account,48,Delay in past,Radio/TV,7238,Unknown/no savings,>=7 years,3,Male: single,None,3,Car/other,32,Bank,Own,2,Skilled employee/official,2,None,Yes,Good
No checking account,33,Delay in past,Business,2764,<100 DM,1–4 years,2,Female: divorced/separated/married,None,2,Car/other,26,None,Own,2,Skilled employee/official,1,Yes,Yes,Good
No checking account,24,Delay in past,Used car,4679,<100 DM,4–7 years,3,Male: single,None,3,Car/other,35,None,Own,2,Unskilled resident,1,Yes,Yes,Good
0–200 DM,24,Existing paid duly,Radio/TV,3092,100–500 DM,<1 year,3,Male: married/widowed,None,2,Car/other,22,None,Rent,1,Skilled employee/official,1,Yes,Yes,Bad
< 0 DM,6,Existing paid duly,Education,448,<100 DM,<1 year,4,Female: divorced/separated/married,None,4,Building society/life insurance,23,None,Own,1,Skilled employee/official,1,None,Yes,Bad
< 0 DM,9,Existing paid duly,New car,654,<100 DM,1–4 years,4,Male: single,None,3,Car/other,28,None,Own,1,Unskilled resident,1,None,Yes,Bad
No checking account,6,Existing paid duly,Retraining,1238,Unknown/no savings,Unemployed,4,Male: single,None,4,Building society/life insurance,36,None,Own,1,Management/self-employed/highly qualified,2,Yes,Yes,Good
0–200 DM,18,Critical/other existing credits,Radio/TV,1245,<100 DM,1–4 years,4,Male: married/widowed,None,2,Car/other,33,None,Own,1,Skilled employee/official,1,None,Yes,Bad
< 0 DM,18,No credits/all paid,Furniture/equipment,3114,<100 DM,<1 year,1,Female: divorced/separated/married,None,4,Building society/life insurance,26,None,Rent,1,Skilled employee/official,1,None,Yes,Bad
No checking account,39,Existing paid duly,Used car,2569,500–1000 DM,1–4 years,4,Male: single,None,4,Car/other,24,None,Own,1,Skilled employee/official,1,None,Yes,Good
>= 200 DM,24,Existing paid duly,Radio/TV,5152,<100 DM,4–7 years,4,Male: single,None,2,Car/other,25,Bank,Own,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,12,Existing paid duly,Business,1037,100–500 DM,4–7 years,3,Male: single,None,4,Real estate,39,None,Own,1,Unskilled resident,1,None,Yes,Good
< 0 DM,15,Critical/other existing credits,Furniture/equipment,1478,<100 DM,>=7 years,4,Male: single,None,4,Car/other,44,None,Own,2,Skilled employee/official,2,Yes,Yes,Good
0–200 DM,12,Critical/other existing credits,Radio/TV,3573,<100 DM,1–4 years,1,Female: divorced/separated/married,None,1,Real estate,23,None,Own,1,Unskilled resident,1,None,Yes,Good
0–200 DM,24,Existing paid duly,New car,1201,<100 DM,<1 year,4,Male: single,None,1,Building society/life insurance,26,None,Own,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,30,Existing paid duly,Furniture/equipment,3622,>=1000 DM,>=7 years,4,Female: divorced/separated/married,None,4,Building society/life insurance,57,None,Rent,2,Skilled employee/official,1,Yes,Yes,Good
No checking account,15,Delay in past,Furniture/equipment,960,>=1000 DM,4–7 years,3,Female: divorced/separated/married,None,2,Building society/life insurance,30,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,12,Critical/other existing credits,New car,1163,500–1000 DM,1–4 years,4,Male: single,None,4,Real estate,44,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,6,Delay in past,New car,1209,<100 DM,Unemployed,4,Male: single,None,4,Building society/life insurance,47,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
No checking account,12,Existing paid duly,Radio/TV,3077,<100 DM,1–4 years,2,Male: single,None,4,Car/other,52,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,24,Existing paid duly,New car,3757,<100 DM,>=7 years,4,Female: divorced/separated/married,Co-applicant,4,Unknown/no property,62,None,For free,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,10,Existing paid duly,New car,1418,100–500 DM,1–4 years,3,Male: single,None,2,Real estate,35,None,Rent,1,Unskilled resident,1,None,No,Good
No checking account,6,Existing paid duly,New car,3518,<100 DM,1–4 years,2,Male: single,Guarantor,3,Building society/life insurance,26,None,Rent,1,Skilled employee/official,1,None,Yes,Good
No checking account,12,Critical/other existing credits,Radio/TV,1934,<100 DM,>=7 years,2,Male: single,None,2,Unknown/no property,26,None,Own,2,Skilled employee/official,1,None,Yes,Good
0–200 DM,27,No credits/all paid,Business,8318,<100 DM,>=7 years,2,Female: divorced/separated/married,None,4,Unknown/no property,42,None,For free,2,Management/self-employed/highly qualified,1,Yes,Yes,Bad
No checking account,6,Critical/other existing credits,Radio/TV,1237,100–500 DM,1–4 years,1,Female: divorced/separated/married,None,1,Building society/life insurance,27,None,Own,2,Skilled employee/official,1,None,Yes,Good
0–200 DM,6,Existing paid duly,Radio/TV,368,Unknown/no savings,>=7 years,4,Male: single,None,4,Building society/life insurance,38,None,Own,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,12,Critical/other existing credits,New car,2122,<100 DM,1–4 years,3,Male: single,None,2,Real estate,39,None,Rent,2,Unskilled resident,2,None,No,Good
< 0 DM,24,Existing paid duly,Furniture/equipment,2996,Unknown/no savings,1–4 years,2,Male: married/widowed,None,4,Car/other,20,None,Own,1,Skilled employee/official,1,None,Yes,Bad
0–200 DM,36,Existing paid duly,Furniture/equipment,9034,100–500 DM,<1 year,4,Male: single,Co-applicant,1,Unknown/no property,29,None,Rent,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
No checking account,24,Critical/other existing credits,Furniture/equipment,1585,<100 DM,4–7 years,4,Male: single,None,3,Building society/life insurance,40,None,Own,2,Skilled employee/official,1,None,Yes,Good
